"","Accepted_name"
"10732","Hemionitis myrtillifolia"
"10733","Hemionitis atropurpurea"
"10734","Hemionitis brachyptera"
"10735","Hemionitis breweri"
"10736","Hemionitis bridgesii"
"10737",""
"10738","Hemionitis gastonyi"
"10739","Hemionitis glabella"
"10740","Hemionitis glabella"
"10741",""
"10742",""
"10743",""
"10744","Hemionitis horokana"
"10745","Hemionitis lyngholmii"
"10746","Hemionitis mucronata"
"10747","Hemionitis mucronata"
"10748","Hemionitis mucronata"
"10749","Hemionitis ovata"
"10750","Hemionitis ternifolia"
"10751",""
"10752","Hemionitis ternifolia"
"10753","Pellaea villosa"
"10754","Hemionitis truncata"
"10755","Hemionitis wrightiana"
"10756","Peltandra sagittifolia"
"10757","Peltandra virginica"
"10758","Pemphis acidula"
"10759","Peniocereus greggii"
"10760","Peniocereus greggii var. greggii"
"10761","Peniocereus greggii var. transmontanus"
"10762","Peniocereus striatus"
"10763","Pennellia longifolia"
"10764","Pennellia micrantha"
"10765","Cenchrus x cupreus"
"10766","Penstemon"
"10767","Penstemon x crideri"
"10768","Penstemon x dubius"
"10769","Penstemon x jonesii"
"10770","Penstemon x mirus"
"10771","Penstemon x parishii"
"10772","Penstemon x peirsonii"
"10773","Penstemon abietinus"
"10774","Penstemon absarokensis"
"10775","Penstemon acaulis"
"10776","Penstemon acuminatus"
"10777","Penstemon acuminatus var. acuminatus"
"10778",""
"10779","Penstemon alamosensis"
"10780","Penstemon albertinus"
"10781","Penstemon albidus"
"10782","Penstemon albomarginatus"
"10783","Penstemon digitalis"
"10784","Penstemon ambiguus"
"10785","Penstemon ambiguus var. ambiguus"
"10786","Penstemon ambiguus var. laevissimus"
"10787","Penstemon ammophilus"
"10788","Penstemon anguineus"
"10789","Penstemon angustifolius"
"10790","Penstemon angustifolius var. angustifolius"
"10791","Penstemon angustifolius var. caudatus"
"10792","Penstemon angustifolius var. dulcis"
"10793","Penstemon angustifolius var. venosus"
"10794","Penstemon angustifolius var. vernalensis"
"10795","Penstemon arenarius"
"10796","Penstemon arenicola"
"10797","Penstemon aridus"
"10798","Penstemon arkansanus"
"10799","Penstemon attenuatus"
"10800","Penstemon attenuatus var. attenuatus"
"10801","Penstemon attenuatus var. militaris"
"10802","Penstemon attenuatus var. palustris"
"10803","Penstemon attenuatus var. pseudoprocerus"
"10804","Penstemon atwoodii"
"10805","Penstemon auriberbis"
"10806","Penstemon australis"
"10807","Penstemon azureus"
"10808","Penstemon azureus var. angustissimus"
"10809","Penstemon azureus"
"10810","Penstemon baccharifolius"
"10811","Penstemon barbatus"
"10812","Penstemon barbatus var. barbatus"
"10813","Penstemon barbatus var. torreyi"
"10814","Penstemon barbatus var. trichander"
"10815","Penstemon barnebyi"
"10816","Penstemon barrettiae"
"10817","Penstemon bicolor"
"10818","Penstemon bicolor"
"10819","Penstemon bracteatus"
"10820","Penstemon breviculus"
"10821",""
"10822","Penstemon buckleyi"
"10823","Penstemon caesius"
"10824","Penstemon caespitosus"
"10825","Penstemon caespitosus var. caespitosus"
"10826","Penstemon caespitosus var. desertipicti"
"10827","Penstemon caespitosus var. perbrevis"
"10828","Penstemon calcareus"
"10829","Penstemon californicus"
"10830","Penstemon calycosus"
"10831","Penstemon canescens"
"10832","Penstemon cardinalis"
"10833","Penstemon cardinalis var. cardinalis"
"10834","Penstemon cardinalis var. regalis"
"10835","Penstemon cardwellii"
"10836","Penstemon carnosus"
"10837","Penstemon caryi"
"10838","Penstemon centranthifolius"
"10839","Penstemon cinicola"
"10840","Penstemon clevelandii"
"10841","Penstemon clevelandii var. clevelandii"
"10842","Penstemon clevelandii var. connatus"
"10843","Penstemon clevelandii var. mohavensis"
"10844","Penstemon clutei"
"10845","Penstemon cobaea"
"10846","Penstemon comarrhenus"
"10847","Penstemon compactus"
"10848","Penstemon concinnus"
"10849","Penstemon confertus"
"10850","Penstemon confusus"
"10851","Penstemon crandallii"
"10852","Penstemon crandallii var. atratus"
"10853","Penstemon crandallii var. crandallii"
"10854","Penstemon crandallii var. glabrescens"
"10855","Penstemon crandallii var. procumbens"
"10856","Penstemon crandallii var. glabrescens"
"10857","Penstemon cusickii"
"10858","Penstemon cyananthus"
"10859","Penstemon cyananthus var. cyananthus"
"10860","Penstemon cyananthus var. subglaber"
"10861","Penstemon cyaneus"
"10862","Penstemon cyanocaulis"
"10863","Penstemon cyathophorus"
"10864","Penstemon dasyphyllus"
"10865","Penstemon davidsonii"
"10866","Penstemon davidsonii var. davidsonii"
"10867","Penstemon davidsonii var. menziesii"
"10868","Penstemon davidsonii var. praeteritus"
"10869","Penstemon deamii"
"10870","Penstemon deaveri"
"10871","Penstemon debilis"
"10872","Penstemon degeneri"
"10873","Penstemon deustus"
"10874","Penstemon deustus var. deustus"
"10875","Penstemon deustus var. pedicellatus"
"10876","Penstemon deustus var. suffrutescens"
"10877","Penstemon deustus var. variabilis"
"10878","Penstemon digitalis"
"10879","Penstemon diphyllus"
"10880","Penstemon discolor"
"10881","Penstemon dissectus"
"10882","Penstemon distans"
"10883","Penstemon dolius"
"10884","Penstemon dolius"
"10885","Penstemon duchesnensis"
"10886","Penstemon eatonii"
"10887","Penstemon eatonii"
"10888","Penstemon eatonii var. exsertus"
"10889","Penstemon eatonii var. undosus"
"10890","Penstemon elegantulus"
"10891","Penstemon ellipticus"
"10892","Penstemon eriantherus"
"10893","Penstemon eriantherus var. argillosus"
"10894","Penstemon eriantherus var. cleburnei"
"10895","Penstemon eriantherus var. eriantherus"
"10896","Penstemon eriantherus var. redactus"
"10897","Penstemon eriantherus var. whitedii"
"10898","Penstemon euglaucus"
"10899","Penstemon fendleri"
"10900","Penstemon filiformis"
"10901","Penstemon flavescens"
"10902","Penstemon floribundus"
"10903","Penstemon floridus"
"10904","Penstemon floridus var. austinii"
"10905","Penstemon floridus var. floridus"
"10906","Penstemon flowersii"
"10907","Penstemon franklinii"
"10908","Penstemon fremontii"
"10909","Penstemon fremontii var. fremontii"
"10910","Penstemon fremontii var. glabrescens"
"10911","Penstemon fruticiformis"
"10912","Penstemon fruticiformis var. amargosae"
"10913","Penstemon fruticiformis"
"10914","Penstemon fruticosus"
"10915","Penstemon fruticosus var. fruticosus"
"10916","Penstemon fruticosus var. scouleri"
"10917","Penstemon fruticosus var. serratus"
"10918","Penstemon gairdneri"
"10919","Penstemon gairdneri var. gairdneri"
"10920","Penstemon gairdneri var. oreganus"
"10921","Penstemon gibbensii"
"10922","Penstemon glaber"
"10923","Penstemon glaber var. alpinus"
"10924","Penstemon glaber var. brandegeei"
"10925","Penstemon glaber var. glaber"
"10926","Penstemon glandulosus"
"10927","Penstemon glandulosus var. chelanensis"
"10928","Penstemon glandulosus var. glandulosus"
"10929","Penstemon glaucinus"
"10930","Penstemon globosus"
"10931","Penstemon goodrichii"
"10932","Penstemon gracilentus"
"10933","Penstemon gracilis"
"10934","Penstemon gracilis"
"10935","Penstemon gracilis"
"10936","Penstemon grahamii"
"10937","Penstemon cobaea"
"10938","Penstemon griffinii"
"10939","Penstemon grinnellii"
"10940","Penstemon grinnellii"
"10941","Penstemon grinnellii"
"10942","Penstemon guadalupensis"
"10943","Penstemon hallii"
"10944","Penstemon harbourii"
"10945","Penstemon harringtonii"
"10946","Penstemon havardii"
"10947","Penstemon haydenii"
"10948","Penstemon heterodoxus"
"10949","Penstemon heterodoxus var. cephalophorus"
"10950","Penstemon heterodoxus var. heterodoxus"
"10951","Penstemon heterodoxus var. shastensis"
"10952","Penstemon heterophyllus"
"10953","Penstemon heterophyllus var. australis"
"10954","Penstemon heterophyllus"
"10955","Penstemon heterophyllus var. purdyi"
"10956","Penstemon hirsutus"
"10957","Penstemon humilis"
"10958","Penstemon humilis var. brevifolius"
"10959","Penstemon humilis var. humilis"
"10960","Penstemon humilis var. obtusifolius"
"10961","Penstemon idahoensis"
"10962","Penstemon immanifestus"
"10963","Penstemon incertus"
"10964","Penstemon inflatus"
"10965","Penstemon jamesii"
"10966","Penstemon janishiae"
"10967","Penstemon kingii"
"10968","Penstemon kralii"
"10969","Penstemon labrosus"
"10970","Penstemon laetus"
"10971","Penstemon laetus"
"10972","Penstemon laetus var. leptosepalus"
"10973","Penstemon laetus var. sagittatus"
"10974","Penstemon laevigatus"
"10975","Penstemon laevis"
"10976","Penstemon laricifolius"
"10977","Penstemon laricifolius var. exilifolius"
"10978","Penstemon laricifolius var. laricifolius"
"10979","Penstemon laxiflorus"
"10980","Penstemon laxus"
"10981","Penstemon leiophyllus"
"10982","Penstemon leiophyllus var. francisci-pennellii"
"10983","Penstemon leiophyllus var. keckii"
"10984","Penstemon leiophyllus var. leiophyllus"
"10985","Penstemon lemhiensis"
"10986","Penstemon lentus"
"10987","Penstemon lentus var. albiflorus"
"10988","Penstemon lentus var. lentus"
"10989","Penstemon leonardii"
"10990","Penstemon leonardii var. higginsii"
"10991","Penstemon leonardii var. leonardii"
"10992","Penstemon leonardii var. patricus"
"10993","Penstemon tidestromii"
"10994","Penstemon linarioides"
"10995","Penstemon linarioides var. coloradoensis"
"10996","Penstemon linarioides var. linarioides"
"10997","Penstemon linarioides var. linarioides"
"10998","Penstemon linarioides var. maguirei"
"10999","Penstemon linarioides var. sileri"
"11000","Penstemon longiflorus"
"11001","Penstemon lyallii"
"11002","Penstemon marcusii"
"11003","Penstemon mensarum"
"11004","Penstemon metcalfei"
"11005","Penstemon miser"
"11006","Penstemon moffatii"
"11007","Penstemon moffatii"
"11008","Penstemon monoensis"
"11009","Penstemon montanus"
"11010","Penstemon montanus var. idahoensis"
"11011","Penstemon montanus var. montanus"
"11012","Penstemon moriahensis"
"11013","Penstemon multiflorus"
"11014","Penstemon murrayanus"
"11015","Penstemon nanus"
"11016","Penstemon navajoa"
"11017","Penstemon neomexicanus"
"11018","Penstemon neotericus"
"11019","Penstemon newberryi"
"11020","Penstemon newberryi var. berryi"
"11021","Penstemon newberryi"
"11022","Penstemon newberryi var. sonomensis"
"11023","Penstemon nitidus"
"11024","Penstemon nitidus var. nitidus"
"11025","Penstemon nitidus var. polyphyllus"
"11026","Penstemon nudiflorus"
"11027","Penstemon oklahomensis"
"11028","Penstemon oliganthus"
"11029","Penstemon ophianthus"
"11030","Penstemon osterhoutii"
"11031","Penstemon ovatus"
"11032","Penstemon pachyphyllus"
"11033","Penstemon pachyphyllus var. congestus"
"11034","Penstemon mucronatus"
"11035","Penstemon pachyphyllus var. pachyphyllus"
"11036","Penstemon pahutensis"
"11037","Penstemon pallidus"
"11038","Penstemon palmeri"
"11039","Penstemon palmeri var. eglandulosus"
"11040","Penstemon palmeri var. macranthus"
"11041","Penstemon palmeri var. palmeri"
"11042","Penstemon papillatus"
"11043","Penstemon parryi"
"11044","Penstemon auriberbis"
"11045","Penstemon parvus"
"11046","Penstemon patens"
"11047","Penstemon payettensis"
"11048","Penstemon paysoniorum"
"11049","Penstemon peckii"
"11050","Penstemon penlandii"
"11051","Penstemon pennellianus"
"11052","Penstemon perpulcher"
"11053","Penstemon personatus"
"11054","Penstemon petiolatus"
"11055","Penstemon pinifolius"
"11056","Penstemon pinorum"
"11057","Penstemon platyphyllus"
"11058","Penstemon pratensis"
"11059","Penstemon procerus"
"11060","Penstemon procerus var. aberrans"
"11061","Penstemon procerus var. brachyanthus"
"11062","Penstemon procerus var. formosus"
"11063","Penstemon procerus var. modestus"
"11064","Penstemon procerus var. procerus"
"11065","Penstemon procerus var. tolmiei"
"11066","Penstemon pruinosus"
"11067","Penstemon pseudoparvus"
"11068","Penstemon pseudoputus"
"11069","Penstemon pseudospectabilis"
"11070","Penstemon pseudospectabilis var. connatifolius"
"11071","Penstemon pseudospectabilis var. pseudospectabilis"
"11072","Penstemon pudicus"
"11073","Penstemon pumilus"
"11074","Penstemon purpusii"
"11075","Penstemon putus"
"11076","Penstemon radicosus"
"11077","Penstemon lanceolatus"
"11078","Penstemon rattanii"
"11079","Penstemon rattanii var. kleei"
"11080","Penstemon rattanii"
"11081","Penstemon retrorsus"
"11082","Penstemon rhizomatosus"
"11083","Penstemon richardsonii"
"11084","Penstemon curtiflorus"
"11085","Penstemon richardsonii var. dentatus"
"11086","Penstemon richardsonii var. richardsonii"
"11087","Penstemon roezlii"
"11088","Penstemon rostriflorus"
"11089","Penstemon rubicundus"
"11090","Penstemon rupicola"
"11091","Penstemon rydbergii"
"11092","Penstemon rydbergii var. aggregatus"
"11093","Penstemon rydbergii var. oreocharis"
"11094","Penstemon rydbergii var. rydbergii"
"11095","Penstemon saxosorum"
"11096","Penstemon scapoides"
"11097","Penstemon scariosus"
"11098","Penstemon albifluvis"
"11099","Penstemon scariosus var. cyanomontanus"
"11100","Penstemon scariosus var. scariosus"
"11101","Penstemon scariosus var. scariosus"
"11102","Penstemon secundiflorus"
"11103","Penstemon seorsus"
"11104","Penstemon sepalulus"
"11105","Penstemon serrulatus"
"11106","Penstemon smallii"
"11107","Penstemon spatulatus"
"11108","Penstemon speciosus"
"11109","Penstemon spectabilis"
"11110","Penstemon spectabilis"
"11111","Penstemon spectabilis var. subviscosus"
"11112","Penstemon stenophyllus"
"11113","Penstemon stephensii"
"11114","Penstemon strictiformis"
"11115","Penstemon strictus"
"11116","Penstemon subglaber"
"11117","Penstemon subserratus"
"11118","Penstemon subulatus"
"11119","Penstemon sudans"
"11120","Penstemon superbus"
"11121","Penstemon tenuiflorus"
"11122","Penstemon tenuis"
"11123","Penstemon teucrioides"
"11124","Penstemon thompsoniae"
"11125","Penstemon thompsoniae"
"11126","Penstemon thurberi"
"11127","Penstemon tidestromii"
"11128","Penstemon tiehmii"
"11129","Penstemon tracyi"
"11130","Penstemon triflorus"
"11131","Penstemon triflorus var. integrifolius"
"11132","Penstemon triflorus var. triflorus"
"11133","Penstemon triphyllus"
"11134","Penstemon tubaeflorus"
"11135","Penstemon tubaeflorus"
"11136","Penstemon tubaeflorus"
"11137","Penstemon xylus"
"11138","Penstemon uintahensis"
"11139","Penstemon secundiflorus var. secundiflorus"
"11140","Penstemon utahensis"
"11141","Penstemon venustus"
"11142","Penstemon secundiflorus var. versicolor"
"11143","Penstemon virens"
"11144","Penstemon virgatus"
"11145","Penstemon wardii"
"11146","Penstemon washingtonensis"
"11147","Penstemon watsonii"
"11148","Penstemon whippleanus"
"11149","Penstemon wilcoxii"
"11150","Penstemon wrightii"
"11151","Penstemon yampaensis"
"11152","Pentachaeta alsinoides"
"11153","Pentachaeta aurea"
"11154","Pentachaeta aurea subsp. allenii"
"11155","Pentachaeta aurea subsp. aurea"
"11156","Pentachaeta bellidiflora"
"11157","Pentachaeta exilis"
"11158","Pentachaeta exilis subsp. aeolica"
"11159","Pentachaeta exilis subsp. exilis"
"11160","Pentachaeta fragilis"
"11161","Pentachaeta lyonii"
"11162","Hemionitis pallida"
"11163","Hemionitis triangularis"
"11164",""
"11165",""
"11166","Hemionitis viscosa"
"11167","Pentalinon luteum"
"11168","Penthorum sedoides"
"11169","Pentodon pentandrus"
"11170","Peperomia alata"
"11171","Peperomia argyroneura"
"11172","Peperomia leptostachya"
"11173","Peperomia glabella"
"11174","Peperomia humilis"
"11175","Peperomia magnoliifolia"
"11176","Peperomia mariannensis"
"11177","Peperomia obtusifolia"
"11178","Peperomia rotundifolia"
"11179","Peraphyllum ramosissimum"
"11180","Pericome caudata"
"11181","Pericopsis mooniana"
"11182","Perideridia americana"
"11183","Perideridia bacigalupii"
"11184","Perideridia bolanderi"
"11185","Perideridia bolanderi subsp. bolanderi"
"11186","Perideridia bolanderi subsp. involucrata"
"11187","Perideridia californica"
"11188","Perideridia erythrorhiza"
"11189","Perideridia gairdneri"
"11190","Perideridia gairdneri subsp. borealis"
"11191","Perideridia gairdneri subsp. gairdneri"
"11192","Perideridia howellii"
"11193","Perideridia kelloggii"
"11194","Perideridia lemmonii"
"11195","Perideridia leptocarpa"
"11196","Perideridia oregana"
"11197","Perideridia parishii"
"11198","Perideridia parishii subsp. latifolia"
"11199","Perideridia parishii subsp. parishii"
"11200","Perideridia pringlei"
"11201","Peristylus palawensis"
"11202","Perityle aglossa"
"11203","Perityle ajoensis"
"11204","Perityle ambrosiifolia"
"11205","Perityle angustifolia"
"11206","Perityle bisetosa"
"11207","Perityle bisetosa var. appressa"
"11208","Perityle bisetosa"
"11209","Perityle bisetosa var. scalaris"
"11210","Perityle cernua"
"11211","Perityle ciliata"
"11212","Perityle cinerea"
"11213","Perityle cochisensis"
"11214","Perityle congesta"
"11215","Perityle coronopifolia"
"11216","Perityle dissecta"
"11217","Perityle emoryi"
"11218","Perityle fosteri"
"11219","Perityle gilensis"
"11220","Perityle gilensis"
"11221","Perityle gilensis var. salensis"
"11222","Perityle gracilis"
"11223","Perityle huecoensis"
"11224","Perityle intricata"
"11225","Perityle inyoensis"
"11226","Perityle lemmonii"
"11227","Perityle lindheimeri"
"11228","Perityle lindheimeri var. halimifolia"
"11229","Perityle lindheimeri"
"11230","Perityle megalocephala"
"11231","Perityle megalocephala"
"11232",""
"11233","Perityle microglossa"
"11234","Perityle parryi"
"11235","Perityle quinqueflora"
"11236","Perityle rupestris"
"11237","Perityle rupestris var. albiflora"
"11238","Perityle rupestris"
"11239","Perityle saxicola"
"11240","Perityle specuicola"
"11241","Perityle stansburyi"
"11242","Perityle staurophylla"
"11243","Laphamia staurophylla"
"11244","Perityle staurophylla"
"11245","Perityle tenella"
"11246","Perityle vaseyi"
"11247","Perityle villosa"
"11248","Perityle vitreomontana"
"11249","Perityle warnockii"
"11250","Persea borbonia"
