"patent_id"	"latin_name"	"plant_variety"
"PP19141"	"Pelargonium×hortorum"	"Gentreo"
"PP27443"	"Medinilla hybrid"	"ROYAL PEARLZ"
"PP34498"	"Mandevilla hybrida"	"Sunpa 6173"
"PP16241"	"Fragaria×ananassa"	"Driscoll Pearl"
"PP20095"	"Osteospermum ecklonis"	"Sumipas 03"
"PP18963"	"Verbena hybrida"	"Suntapipa"
"PP34813"	"Pyrus x communis"	"ViruTherm-2"
"PP25370"	"Alstroemeria hybrida"	"Tesantarc"
"PP31221"	"Heuchera hybrid"	"Apple Twist"
"PP20949"	"Asplenium nidus"	"CRISPY WAVE"
"PP17570"	"Hibiscus moscheutos"	"Splash Yopinot Grigio"
"PP21152"	"Nemesia hybrida"	"KLENH08448"
"PP29492"	"Lavandula angustifolia"	"RUYLAA1701"
"PP23807"	"Pelargonium zonale×Pelargonium peltatum"	"Duesalsapi"
"PP34109"	"Crassula arborescens subp. undilatifolia"	"OVWOODS03"
"PP29341"	"Petunia hybrida"	"DLITRDFIRE"
"PP23316"	"Lantana camara L."	"LANZ0003"
"PP27333"	"Dasiphora fruticosa subsp. fruiticosa"	"LISSDAN"
"PP17668"	"Dianthus caryophyllus"	"CFPC Moonstone"
"PP18015"	"Impatiens walleriana"	"Silte Litpinka"
"PP34166"	"Citrus reticulata"	"11C017R"
"PP24039"	"Opuntia ficus-indica"	"Seleno-Orange"
"PP21613"	"Actinidia chinensis"	"Bruce"
"PP18981"	"Osteospermum hybrida"	"Kakegawa AU19"
"PP33758"	"Rubus idaeus L."	"DrisRaspTwentyOne"
"PP28962"	"Aubrieta hybrida"	"ABRZ0006"
"PP30618"	"Heuchera hybrid"	"Twist of Lime"
"PP25193"	"Abelia×grandiflora"	"Opstal40"
"PP32927"	"Rosa hybrida"	"Poulpal082"
"PP29410"	"Phlox subulata"	"Florphfabv"
"PP26910"	"Phlox paniculata"	"Goldmine Imp"
"PP35307"	"Liriodendron tulipifera"	"LTMTF"
"PP16942"	"Heuchera hybrida"	"TNHEU044"
"PP28897"	"Hosta hybrida"	"Sorbet"
"PP34074"	"Pongamia pinnala (L) Pierre"	"K207"
"PP21858"	"Heuchera hybrid"	"Midnight Bayou"
"PP26116"	"Rosa hybrida"	"KORmelaus"
"PP35210"	"Lavandula stoechas"	"LABZ0012"
"PP25426"	"Caladium×hortulanum"	"Flare"
"PP20831"	"Petunia×hybrida"	"Sunsurfcopavio"
"PP20615"	"Quercus bicolor×Quercus robur"	"Adeline"
"PP23693"	"Prunus sp."	"Greensweet XXI"
"PP29214"	"Malus domestica Mill."	"PremA129"
"PP22969"	"Kniphofia spp."	"Pineapple Popsicle"
"PP20899"	"Petunia×hybrida"	"Duesweimpuve"
"PP27285"	"Hibiscus syriacus"	"ILVO347"
"PP20668"	"Hypericum androsaemum"	"Seibig"
"PP35877"	"Kniphofia spp."	"Poco Daybreak"
"PP22739"	"Dicentra spectabilis"	"HORDIVAL"
"PP22536"	"Antirrhinum majus"	"AACOR01"
"PP18402"	"Oenothera Sp."	"LISHAL"
"PP33622"	"Prunus species"	"ALM-754"
"PP22573"	"Mandevilla hybrida"	"Alegnuflor702"
"PP31098"	"Calibrachoa sp."	"Suncal 1082"
"PP30161"	"Sansevieria cylindrica"	"SUPSAN1607"
"PP22613"	"Prunus dulcis"	"Zohar"
"PP33131"	"Coreopsis grandiflora"	"DCORSOSB"
"PP27000"	"Chrysanthemum×morifolium Ramat"	"Zanmuzest"
"PP29516"	"Euphorbia pulcherrima"	"EURZ0005"
"PP32672"	"Hydrangea macrophylla"	"HIRIV"
"PP33001"	"Cannabis sativa"	"MR2018001"
"PP33172"	"Helianthus x hybridus"	"TMSNBLEV16-1"
"PP20765"	"Hydrangea arborescens"	"NCHA1"
"PP35337"	"Euphorbia pulcherrima Willd."	"RINE 19806"
"PP32497"	"Vitis vinifera L."	"PINOT KORS"
"PP32824"	"Fragaria x ananassa"	"DrisStrawEighty"
"PP34409"	"Chrysanthemum X morifolium"	"‘DLFALEM5’"
"PP22657"	"Chrysanthemum×morifolium"	"Synjac Oranfus"
"PP27193"	"Veronica spicata"	"Agrivedapi"
"PP30200"	"Calibrachoa x hybrida"	"Balcal14141"
"PP30570"	"Plectranthus scutellarioides"	"UF16-72-8"
"PP17476"	"Photinia glabra"	"Parbri"
"PP25090"	"Interspecific Prunus species"	"Autumn Zee"
"PP15544"	"Rhaphiolepis×delacourii"	"Corleyscourii"
"PP31203"	"Clematis viticella"	"Evipo080"
"PP31136"	"Manfreda times Agave, known as x Mangave"	"Navajo Princess"
"PP16059"	"Phlox paniculata"	"Junior Dance"
"PP30090"	"Acer palmatum"	"JWW8"
"PP31354"	"Cynara cardunculus var. scolymus L."	"PS-MSG0677"
"PP34144"	"Rhaphiolepis indica"	"SMNRICS"
"PP32692"	"Gaillardia sp. X Gaillardia x grandiflora"	"G15272"
"PP16848"	"Chrysanthemum×morifolium"	"Yomiranda"
"PP16944"	"Lavandula stoechas"	"B01-03"
"PP29827"	"Coprosma repens"	"NGCOP8"
"PP17230"	"Oenothera speciosa"	"TURNER01"
"PP25051"	"Phalaenopsis hybrid"	"SUPHAL1301"
"PP18668"	"Prunus sp."	"BLACKRED III"
"PP30319"	"Calibrachoa sp."	"Duecalvolpi"
"PP26318"	"Chamelaucium hybrid"	"Strawberry Surprise"
"PP16258"	"Prunus persica var. nucipersica"	"Sauzee King"
"PP27279"	"Clematis viticella"	"Evipo056"
"PP33858"	"Phalaenopsis hybrid"	"PHALINCE"
"PP28461"	"Astilbe arendsii"	"Smile At Me"
"PP26338"	"Heuchera hybrid"	"Silver Heart"
"PP28216"	"Corylus avellana cultivar"	"Burgundy Lace"
"PP34168"	"Hedera canariensis"	"Tropical Blizzard"
"PP23163"	"Myoporum laetum"	"CLEAN n GREEN"
"PP25145"	"Phalaenopsis hybrid"	"Snowdrop"
"PP19624"	"Polygonatum adoratum var. pluriflorum"	"Double Stuff"
"PP24179"	"Veronica spicata"	"Agriverodablu"
"PP29262"	"Rosa hybrid"	"Poulpar098"
"PP32508"	"Hydrangea macrophylla"	"SCHROLL115-13-02"
"PP31999"	"Hydrangea macrophylla"	"H218921"
"PP23587"	"Hosta hybrid (Tratt.)"	"American Hero"
"PP33437"	"Echinacea spp."	"TNECHSDR"
"PP33119"	"Phalaenopsis hybrid"	"PHALGUZQEN"
"PP35193"	"Senecio cruentus"	"Sene Nirenago"
"PP26097"	"Impatiens×hybrida"	"Balbigaven"
"PP32484"	"Agave x nikelima"	"Great White Shark"
"PP19463"	"Lavandula stoechas"	"HanCev"
"PP27554"	"Ilex glabra"	"SMNIGAB17"
"PP36155"	"Curcuma alismatifolia"	"Cursumok"
"PP31231"	"Vaccinium corymbosum."	"BB05-35FL-10"
"PP20881"	"Helleborus niger×Helleborus sternii"	"BLT03"
"PP31985"	"Bidens ferulifolia"	"Baleehedi"
"PP28083"	"Rhododendron simsii"	"HORT14"
"PP29137"	"Impatiens hawkeri"	"IMGZ0008"
"PP24712"	"Pelargonium spp."	"PEQZ0004"
"PP26329"	"Hemerocallis hybrid"	"WF 73"
"PP29617"	"Begonia hybrida"	"Fibegdraeven"
"PP16647"	"Osteospermum hybrida"	"Balserwibli"
"PP31224"	"Heuchera hybrid"	"Pink Panther"
"PP26659"	"Hydrangea macrophylla"	"Saxbicodapi"
"PP27027"	"Pyrus communis L."	"PE4UNIBO"
"PP27001"	"Dendranthema×morifolium"	"Pumpkin Igloo"
"PP17742"	"Prunus persica"	"White County"
"PP27813"	"Fragaria×ananassa"	"DrisStrawFortySeven"
"PP30391"	"Chrysanthemum X morifolium"	"COMO RED"
"PP22276"	"Actinidia deliciosa×Actinidia chinensis"	"ZESH004"
"PP19482"	"Angelonia augustifolia"	"KLEAA06550"
"PP33614"	"Caladium X hortulanum"	"RFL THAI OF13-1055"
"PP36069"	"x Mangave"	"Aztec Treasure"
"PP16600"	"Lavandula stoechas"	"Lemon Leigh"
"PP29335"	"Phalaenopsis hybrida"	"Freestyler"
"PP15575"	"Sambucus nigra"	"Eva"
"PP29751"	"Hydrangea paniculata"	"LEEP2"
"PP28430"	"Campanula portenschlagiana"	"PTDB141302"
"PP24643"	"Ocimum basilicum"	"Habana"
"PP22096"	"Citrus reticulata"	"DaisySL"
"PP28968"	"Weigela hybrida"	"VUKOZ083328"
"PP26883"	"Rhododendron hybrida"	"AZ 56"
"PP26791"	"Rosa hybrida"	"cv. Radsouththree"
"PP32544"	"Clematis hybrid"	"Zo09122"
"PP29742"	"Calibrachoa sp."	"KLECA16334"
"PP28828"	"Heuchera×hybrida"	"Coralberry"
"PP17141"	"Prunus persica"	"Burnecteighteen"
"PP29811"	"Petunia X hybrida"	"INPETROYMA"
"PP19919"	"Prunus persica"	"Pearl Princess V"
"PP20620"	"Echinacea purpurea"	"Conevin"
"PP35082"	"Rhododendron hybrid"	"NCRX11"
"PP18393"	"Hydrangea macrophylla"	"RIE 06"
"PP32995"	"Helleborus x ericsmithii X Helleborus niger"	"COSEH 7700"
"PP22841"	"Nemesia denticulata×Nemesia caerulea"	"Sunjonpiho"
"PP33138"	"Vaccinium hybrid"	"NS 15-13"
"PP26950"	"Rosa hybrida"	"RUIPE0306B"
"PP15472"	"Impatiens walleriana×auricoma"	"Balfusheat"
"PP36075"	"Cistus purpureus"	"MBNcistus2023"
"PP19010"	"Saxifraga×arendsii"	"Rockwhite"
"PP19270"	"Vitis vinifera"	"GG-80D"
"PP17426"	"Chrysanthemum×morifolium"	"Yovineland"
"PP25753"	"Phalaenopsis hybrida"	"FLOR251744"
"PP35276"	"Rosa hybrida"	"Poulren039"
"PP25468"	"Betula platyphylla"	"Jefpark"
"PP27423"	"Prunus persica"	"Burpeachthirtysix"
"PP20701"	"Fragaria×Ananassa"	"DrisStrawSix"
"PP28371"	"Clematis viticella"	"Evipo047"
"PP33391"	"Cannabis hybrid"	"PG 1 19 0125 0002"
"PP32726"	"Euphorbia pulcherrima"	"NPCW19282"
"PP36051"	"Aglaonema hybrida"	"MUKLACY"
"PP34844"	"Heuchera hybrida"	"DOHEURGABERU"
"PP26413"	"Rubus rubus"	"Amara"
"PP25086"	"Carex oshimensis"	"Everdi"
"PP23745"	"Fragaria ananassa"	"MERIT"
"PP24330"	"Echinacea purpurea"	"Ferris Wheel"
"PP29021"	"Osteospermum hybrida"	"Inostyelow"
"PP30014"	"Vitus rotundifolia Michx."	"Ga. 6-2-26"
"PP35014"	"Rosa hybrida"	"WEKgoagroro"
"PP23186"	"Dahlia variabilis"	"Fidahlouis"
"PP29252"	"Prunus avium (L.) L."	"ROSALOLAM"
"PP33422"	"Chrysanthemum x morifolium"	"CIDZ0106"
"PP16972"	"Sedum telephium"	"Novem"
"PP17836"	"Pistacia sp."	"PETE I"
"PP26423"	"Calibrachoa sp."	"Duealkop14"
"PP28357"	"Vaccinium hybrid"	"EB 8-50"
"PP19896"	"Gardenia augusta"	"Crown Jewel"
"PP32005"	"Ranunculus asiaticus"	"ABSALECAMI"
"PP32479"	"Phalaenopsis hybrid"	"PHALGYQCO"
"PP26441"	"Lilium hybrida"	"Sunny Keys"
"PP17344"	"Ageratum houstonianum"	"Sage00591"
"PP21265"	"Osteospermum ecklonis"	"Duetimdepur"
"PP32188"	"Prunus avium"	"IFG Cher-nine"
"PP26508"	"Hydrangea macrophylla"	"H212905"
"PP23474"	"Heuchera×hybrida"	"Maroon Blush"
"PP22173"	"Acca sellowiana"	"Kakariki"
"PP24425"	"Cynara cardunculus L. var. scolymus L"	"PS-MSG0619"
"PP30297"	"Hibiscus rosa-sinensis"	"DUP-FLC"
"PP22045"	"Solenostemon scutellarioides"	"Mos Rosbast"
"PP28930"	"Rosa hybrid"	"Poulpal068"
"PP27215"	"Neoregelia carolinae×(Neoregelia macrosepala×Neoregelia meyendorfii)"	"Magnifica"
"PP18460"	"Coreopsis hybrida"	"Little Sundial"
"PP21551"	"Sutera cordata"	"DANCOP28"
"PP31536"	"Leucanthemum maximum"	"Doleuswedaso"
"PP33833"	"Persicaria amplexicaulis"	"Flamingo Feathers"
"PP30041"	"Malus domestica"	"Y102"
"PP19557"	"Hypericum androsaemum"	"Seigre"
"PP35043"	"Hypericum androseamum L."	"Allhytia"
"PP26108"	"Coreopsis verticillata"	"Novacorbir"
"PP33445"	"Prunus salicina"	"Waplumone"
"PP33761"	"Lonicera nitida"	"GRLN02"
"PP27586"	"Rubus idaeus"	"Gleam"
"PP20024"	"Chrysanthemum×morifolium"	"Dekfabrice"
"PP23226"	"Calibrachoa sp."	"Ficallinred"
"PP35594"	"Fragaria x ananassa Duchesne ex Rozier"	"CIVH725"
"PP19987"	"Kalanchoe blossfeldiana"	"Forever Midi Coral"
"PP23336"	"Vaccinium corymbosum"	"ZF06-079"
"PP21714"	"Ipomoea batatas"	"Fnpalligr"
"PP30464"	"Petunia X hybrida"	"Dopetstar"
"PP19227"	"Petunia hybrida"	"Petlibluve"
"PP24343"	"Dianthus caryophyllus"	"Hildyna"
"PP17411"	"Lagerstroemia L."	"Gamad V"
"PP23345"	"Petunia hybrid"	"PDBZI934-0"
"PP26754"	"Geranium cinereum"	"Noortviolet"
"PP30795"	"Dianthus caryophyllus"	"KLEDP18090"
"PP18211"	"Phlox drummondii Hook."	"Sunphlocoro"
"PP20951"	"Chaenomeles speciosa"	"Scarlet Storm"
"PP29051"	"Sambucus nigra"	"SNR1292"
"PP30316"	"Petunia hybrida"	"SAKPET104"
"PP24755"	"Hydrangea macrophylla"	"Youme H1917"
"PP22091"	"Xerochrysum bracteatum"	"Bondreredem"
"PP24072"	"Opuntia ficus-indica"	"Seleno-Purple"
"PP25335"	"Pelargonium×hortorum"	"Paclice"
"PP24199"	"Aubrieta hybrida"	"ABRZ0001"
"PP24263"	"Alstroemeria hybrida"	"Teshope"
"PP18482"	"Malus pumila"	"Dalinip"
"PP21681"	"Heliotropium amplexicaule×Heliotropium leiocarpum"	"USHTRP0303"
"PP16953"	"Chrysanthemum morifolium"	"Gedi Three Ver"
"PP20954"	"Dahlia variabilis"	"BEST BETT"
"PP27314"	"Bidens triplinervia"	"Hafltibr"
"PP16699"	"Lavandula stoechas"	"Belwhi"
"PP35661"	"Phalaenopsis hybrid"	"PHA601241"
"PP21240"	"Stenotaphrum secundatum"	"Polaris"
"PP26259"	"Vriecantarea hybrida"	"Julietta"
"PP27737"	"Sarracenia hybrid"	"White Wizard"
"PP30323"	"Rosa hybrid"	"Poulnap007"
"PP15538"	"Rosa hybrida"	"Interyassor"
"PP30739"	"Anemone hupehensis"	"Curtain Call Pink"
"PP15800"	"Pelargonium peltatum"	"Duebertino"
"PP25009"	"(Prunus besseyi×P. salicina)×(P. Armeniaca)"	"Apridwarf"
"PP33421"	"Dianthus x hybrida"	"WP20 PPA01"
"PP21828"	"Petunia hybrida"	"SAKPET001"
"PP35250"	"Petunia x hybrida"	"Keipehabham"
"PP28683"	"Begonia pendula"	"BKPBEWFASO"
"PP25215"	"Begonia hybrid"	"Garden Angel Blush"
"PP30455"	"Chrysanthemum X morifolium"	"Fichrycospur"
"PP29392"	"Anthurium andraeanum"	"ARAANTRED1"
"PP26945"	"Gaillardia×grandiflora"	"Sunset Flash"
"PP23974"	"Brachyscome×hybrida"	"Bonbra0749"
"PP15857"	"Fuchsia×hybrida"	"Kiefudimi"
"PP16492"	"Chrysanthemum morifolium"	"Grace Time Pearl Improved"
"PP35289"	"Rosa hybrida"	"Poulren038"
"PP35386"	"Prunus avium"	"Denfer"
"PP34596"	"Vaccinium corymbosum L."	"FL11-37"
"PP19674"	"Hosta hybrid"	"Neptune"
"PP32237"	"Weigela florida"	"TMWG16-02"
"PP17352"	"Lonicera japonica"	"Maskerade"
"PP22162"	"Beschorneria yuccoides"	"BESYS"
"PP33616"	"Echeveria hybrida"	"Pink Diamond"
"PP24625"	"Hosta hybrida"	"ECLIPSE"
"PP26749"	"Physocarpus opulifolius"	"SMPOTW"
"PP18097"	"Rosa hybrida"	"BAIcer"
"PP24678"	"Petunia×hybrida"	"Sunsurf Suika"
"PP34818"	"Zelkova serrata"	"JFS KW4ZS"
"PP27797"	"Phalaenopsis hybrida"	"Be Fortune"
"PP23110"	"Chrysanthemum×morifolium Ramat."	"Zanmubrilli"
"PP22731"	"Rubus idaeus L."	"DrisRaspFour"
"PP24134"	"Coreopsis rosea"	"Tahitian Sunset"
"PP29295"	"Hibiscus hybrid (L.)"	"Airbrush Effect"
"PP35638"	"Hydrangea paniculata"	"MDBPV1"
"PP27858"	"Echinacea×hybrida"	"Balsclemc"
"PP22890"	"Calibrachoa sp."	"Duealpi"
"PP25891"	"Prunus×gondouinii (Poit. & Turpin) Rehder (P. avium (L.) L.×P. cerasus L.)"	"STO1"
"PP19008"	"Vitis vinifera"	"Sugarthirtythree"
"PP19415"	"Campsis xtagliabuana"	"RUTCAM"
"PP24459"	"Echinacea hybrid"	"Purple Emperor"
"PP31133"	"Pelargonium interspecific"	"PEQZ0048"
"PP27559"	"Antirrhinum majus"	"Pmoore07"
"PP28903"	"Buddleia davidii"	"Prince Charming"
"PP30084"	"Salvia nemorosa (Linnaeus)"	"Bumbleblue"
"PP15908"	"Impatiens walleriana"	"Didi Salmon Two"
"PP33589"	"Thuja plicata x standishii"	"TPMTF"
"PP27164"	"Malus domestica Borkh"	"Westfresh"
"PP16052"	"Buxus microphylla"	"Peergold"
"PP21985"	"Petunia hybrida"	"Petlilav"
"PP25008"	"(Prunus besseyi×P. armeniaca)×P. cerasifera"	"Aprimed"
"PP31235"	"Physocarpus opulifolius"	"ZLEBic5"
"PP15770"	"Pelargonium×domesticum"	"Elegance Silver"
"PP27137"	"Anthurium andreanum L."	"ANTHINFAM"
"PP25712"	"Achillea millefolium"	"Balvinrose"
"PP30746"	"Impatiens hawkeri"	"Duewildrltpi"
"PP35674"	"Hibiscus hybrid (L.)"	"All Eyes on Me"
"PP18292"	"Cornus florida L."	"Missy's Appalachian Morning"
"PP28731"	"Adenium obesum"	"GEM-113-1"
"PP21762"	"Fragaria×ananassa"	"DrisStrawFifteen"
"PP34427"	"Impatiens hawkeri"	"‘Dongipetorsta 21’"
"PP34051"	"Cannabis Sativa L."	"AVI-1"
"PP35481"	"Campanula poscharskyana"	"Purple Fountain"
"PP33072"	"Hydrangea quercifolia"	"Snowcicle"
"PP29853"	"Hydrangea paniculata"	"KOLMAKILIMA"
"PP33383"	"Juglans regia"	"UC Wolfskill"
"PP31351"	"Hydrangea macrophylla"	"Horthat"
"PP20375"	"Vriesea lindl"	"Kiwi Dusk"
"PP29738"	"Chrysanthemum x morifolium"	"CIFZ0054"
"PP23435"	"Osteospermum ecklonis"	"Fidostnanopibico"
"PP16342"	"Rosa hybrida"	"Meipomolo"
"PP32855"	"Vitis vinifera"	"ARRATHIRTYFOUR"
"PP26229"	"Echeveria pulidonis×E. elegans"	"Apus"
"PP31878"	"Verbena hybrida"	"DVERVNWHI"
"PP24999"	"Andropogon gerardii"	"Indian Warrior"
"PP25861"	"Malus domestica Mill."	"Sinfonia"
"PP28410"	"Hibiscus×moscheutos"	"TAHI56"
"PP30764"	"Humulus lupulus"	"HBC 692"
"PP23717"	"Calibrachoa sp."	"Duealmidpu"
"PP28816"	"Pelargonium grandiflorum"	"KLEPS15377"
"PP23542"	"Agapanthus hybrida"	"Pavlova"
"PP24542"	"Viola cornuta"	"Halo Lilac"
"PP21344"	"Osteospermum ecklonis"	"Fidostbrobic"
"PP21709"	"Rosa hybrida"	"WEKcobeju"
"PP28290"	"Petunia×hybrida"	"SUNMOMOHEART"
"PP18847"	"Chrysanthemum morifolium"	"Omega Time Golden"
"PP17724"	"Salix sachalinensis×S. miyabeana"	"Canastota"
"PP24570"	"Malus domestica Mill."	"RENOIRCIV"
"PP21246"	"Rosa hybrida"	"KORpurlig"
"PP17375"	"Impatiens hawkeri"	"Danhardaror"
"PP35620"	"Phalaenopsis hybrida"	"MI01764"
"PP18567"	"Symphoricarpos×Chenaultii"	"Brain De Soleil"
"PP32645"	"Stenotaphrum secundatum (Walt.) Kuntze"	"FSA1602"
"PP22108"	"Buddleja davidii×Buddleja alternifolia"	"Podaras #16"
"PP30305"	"Echinacea spp."	"TNECHPDF"
"PP27870"	"Prunus persica"	"Sweet Aurora"
"PP16897"	"Fittonia verschaffeltii"	"Forest Flame"
"PP21744"	"Ipomoea batatas (L.) Lam."	"NCORNSP-012EMLC"
"PP29919"	"Calibrachoa sp."	"JGCAL7901"
"PP22714"	"Rosa hybrid"	"Poulpmt007"
"PP17225"	"Campanula lasiocarpa"	"PKML01"
"PP25496"	"Rudbeckia hirta"	"Balrudosh"
"PP16621"	"(Prunus salicina Lindl.×P. besseyi Bailey)×P. salicina L."	"Lydecker"
"PP30884"	"Chrysanthemum X morifolium"	"Fichrymerchepu"
"PP18667"	"Prunus sp."	"Plumsweet VII"
"PP28148"	"Zantedeschia sprengeri"	"Nashville"
"PP19740"	"Calibrachoa sp."	"Wescastpur"
"PP29220"	"Hydrangea macrophylla"	"HBA215911"
"PP23241"	"Echinacea purpurea"	"Quills and Thrills"
"PP17424"	"Chrysanthemum×morifolium"	"Yokey Largo"
"PP20565"	"Nemesia hybrida"	"GG Blue"
"PP30632"	"Syzygium australe"	"SAN01"
"PP34930"	"Neoregelia carolinae X (Neoregelia hybrida ‘Passion’ X Neoregelia hybrida ‘Grace’)"	"Goddess"
"PP29133"	"Verbena hybrida"	"VEAZ0038"
"PP18072"	"Chrysanthemum×morifolium"	"Dekallcream"
"PP36081"	"Vitis vinifera x Vitis riparia x Vitis rupestris"	"Harbinger"
"PP16390"	"Bougainvillea hybrida"	"Ningili"
"PP28008"	"Helleborus×hybridus"	"EPB 25"
"PP17382"	"Impatiens hawkeri"	"Fisco Fire"
"PP31049"	"Verbena X hybrida"	"Dovemsup"
"PP17345"	"Papaver orientale"	"Inferno"
"PP24595"	"Scaevola aemula"	"Kingscawite"
"PP20814"	"Rosa hybrida"	"Darpellerin"
"PP19044"	"Rosa hybrid"	"Poulpal028"
"PP21414"	"Vitis vinifera"	"Vista"
"PP28097"	"Rhododendron hybrid"	"BAILEA"
"PP26248"	"Camellia L. hybrida"	"Pink Cascade"
"PP26013"	"Gentiana hybrida"	"Little Pinkie"
"PP33801"	"Salvia nemorosa"	"Tidal Pool"
"PP19306"	"Chrysogonum virginianum"	"Quinn's Gold"
"PP24286"	"Begonia×tuberhybrida"	"Sunjiradare"
"PP25253"	"Chrysanthemum×morifolium"	"Fimmerdared"
"PP20460"	"Brunnera macrophylla"	"Emerald Mist"
"PP21842"	"Dianthus hybrid"	"Apple Slice"
"PP18682"	"Impatiens hawkeri"	"Tamar Orange Orchid"
"PP19464"	"Echinacea spp."	"Mac ‘n’ Cheese"
"PP32211"	"Petunia hybrida"	"PEHY0042"
"PP19848"	"Aglaonema hybrid"	"TWYAG0004"
"PP22678"	"Clematis jackmanii"	"UNAI 007"
"PP25400"	"Petunia×hybrida"	"Sunsurf Kitatsu"
"PP24506"	"Echinacea hybrid"	"‘Vanilla Cupcake’"
"PP20808"	"Achillea millefolium"	"Sunny Seduction"
"PP33566"	"Buddleia davidii"	"Dapconwhi"
"PP25015"	"Impatiens hybrida hort (I. hawkeri)"	"SAKIMP030"
"PP25853"	"Phalaenopsis hybrida"	"Eye Wonder"
"PP34871"	"Ficus carica"	"S-54"
"PP27060"	"Actinidia chinensis Planchon"	"AC1536"
"PP33103"	"Calibrachoa sp."	"KLECA18483"
"PP35376"	"Prunus persica (L.) Batsch."	"NECTARCIEL"
"PP29142"	"Panicum virgatum"	"Apache Rose"
"PP23628"	"Tiarella spp."	"Sunset Ridge"
"PP28509"	"Hydrangea paniculata"	"RENBA"
"PP29182"	"Begonia hybrida"	"Fibegmissmal"
"PP17589"	"Hibiscus rosa-sinensis"	"Cajun Wind"
"PP23036"	"Echinacea spp."	"Secret Romance"
"PP21158"	"Prunus persica"	"Sweetmoon"
"PP27144"	"Citrus sinensis"	"B9-65"
"PP23383"	"Fragaria×ananassa"	"DrisStrawTwenty"
"PP18538"	"Hemerocallis hybrida"	"Daylily"
"PP29958"	"Rosa hybrida"	"AUSapply"
"PP25394"	"Verbena hybrida"	"RIKAV17805"
"PP20837"	"Alstroemeria hybrida"	"Zalsador"
"PP28859"	"Hydrangea macrophylla"	"SK5BUHIME"
"PP27668"	"Lagerstroemia indica"	"DELEF"
"PP19994"	"Pieris ×japonica"	"FIRE N ICE"
"PP35279"	"Cercis canadensis"	"NC2017-6"
"PP19809"	"Gentiana makinoi"	"Magic Purple"
"PP34673"	"Ajuga reptans x Ajuga tenorii"	"‘Corcan’"
"PP21061"	"Calibrachoa hybrid"	"KLECA08170"
"PP34948"	"Vaccinium ovatum"	"Vacbri2"
"PP18892"	"Prunus avium"	"Newfane"
"PP16206"	"Impatiens hawkeri"	"Visinfred"
"PP34407"	"Spiraea japonica"	"‘MAD-SP2’"
"PP35191"	"X Heucherella (Heuchera x Tiarella)"	"Copper King"
"PP29517"	"Verbena hybrida"	"VEAZ0042"
"PP29546"	"Caladium X hortulanum"	"Caribbean Coral"
"PP28474"	"Hibiscus rosa-sinensis"	"Lanplatte"
"PP35595"	"Hydrangea x paniculata"	"COUHAMINT"
"PP25907"	"Trifolium repens"	"TFLRE04-0"
"PP24847"	"Coreopsis hybrid"	"Desert Coral"
"PP28773"	"Pyrus communis"	"Russetted Bartlett"
"PP21117"	"Aster novi-belgi"	"Dasjes"
"PP31987"	"Heuchera hybrid"	"Timeless Treasure"
"PP20960"	"Rosa hybrida"	"AUSvibrant"
"PP16958"	"Rosa hybrida"	"Evera 101"
"PP24203"	"Alstroemeria hybrida"	"Zalsareno"
"PP32070"	"x Mangave times Agave hybrid"	"Sponge Paint"
"PP15943"	"Acer palmatum"	"Taylor"
"PP15630"	"Pelargonium×hortorum"	"Clips Whitspla"
"PP30887"	"Agapanthus hybrid"	"PC 11107"
"PP23957"	"Acer saccharum var. caddo"	"WHIT XLV"
"PP33584"	"Helleborus x ballardiae X Helleborus x hybridus"	"COSEH 6400"
"PP27726"	"Petunia×hybrida"	"Sunsurf Miyarona"
"PP20535"	"Angelonia angustifolia"	"Car Pink09"
"PP24091"	"Malus domestica Mill."	"Gemini"
"PP21664"	"Vitis vinifera"	"IFG 68-175"
"PP17810"	"Osteospermum ecklonis"	"Wesosora"
"PP22601"	"Coreopsis hybrid"	"Cosmic Eye"
"PP27831"	"Berberis thunbergii"	"Orange Torch"
"PP34233"	"Rosa hybrida"	"WEKcrypeplos"
"PP27453"	"Hibiscus moscheutos"	"Extrewhiteye"
"PP35679"	"Prunus avium L."	"Sucherry3"
"PP19661"	"Petunia×hybrida"	"Kerblufan"
"PP24400"	"Haworthia fasciata"	"NEW YORK"
"PP16595"	"Pelargonium×hortorum"	"Clips Dared"
"PP16950"	"Bracteantha bracteata"	"Flobrafla"
"PP20987"	"Verbena hybrida"	"Duemproybu"
"PP27769"	"Lobelia erinus"	"Sunlobe Torepin"
"PP26557"	"Chrysanthemum×morifolium"	"Antica Bronze"
"PP28692"	"Fragaria×ananassa"	"Playa"
"PP34422"	"Zamioculcas zamiifolia (hort. Lodd.) Engl."	"‘EDZAM1901’"
"PP24715"	"Streptocarpus hybrid"	"SLSBV08-0"
"PP31962"	"Ficus benjamina"	"ESFIBE1801"
"PP31759"	"Euphorbia pulcherrima"	"WEL19375"
"PP33146"	"Phalaenopsis hybrid"	"PHALGRUSEI"
"PP17659"	"Echinacea hybrida"	"Evan Saul"
"PP17446"	"Hypericum×inodorum"	"Autumn Surprise"
"PP32798"	"Rosa hybrida"	"ZARsunornu"
"PP23789"	"Pelargonium grandiflorum"	"Regdar"
"PP15574"	"Rosa hybrida"	"BAIcream"
"PP33596"	"Hibiscus syriacus"	"Gandini van Aart Ruby"
